Main distributer code,main distibuter  name,sub distributer code,sub distributer name,Seller Code,Seller Name,Seller OrderReason,Seller Type,Buyer Code,Buyer Name,Buyer Type,BASIC Model,QTY,VALUE
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD003336,MOBI TECH HOSANGADY,Dealer,A176NL,3,64902
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD003336,MOBI TECH HOSANGADY,Dealer,A176NM,2,47114
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD003336,MOBI TECH HOSANGADY,Dealer,A176NN,2,55768
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD003336,MOBI TECH HOSANGADY,Dealer,A366EJ,2,65382
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD003336,MOBI TECH HOSANGADY,Dealer,A366EK,1,36538
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD003336,MOBI TECH HOSANGADY,Dealer,A376EG,1,45672
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD003336,MOBI TECH HOSANGADY,Dealer,A566EG,1,45191
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD003336,MOBI TECH HOSANGADY,Dealer,E176BA,3,56997
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD003336,MOBI TECH HOSANGADY,Dealer,E176BB,3,62997
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD003336,MOBI TECH HOSANGADY,Dealer,E176BD,3,68997
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD003336,MOBI TECH HOSANGADY,Dealer,S942BC,1,86999
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD003368,ECHO MOBILES MAJEERPALLA,Dealer,A075FD,1,10999
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD003368,ECHO MOBILES MAJEERPALLA,Dealer,A076BB,1,16345
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD003368,ECHO MOBILES MAJEERPALLA,Dealer,A076BC,3,54804
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD003368,ECHO MOBILES MAJEERPALLA,Dealer,A176NM,3,70671
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD003368,ECHO MOBILES MAJEERPALLA,Dealer,A176NN,1,27884
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD003368,ECHO MOBILES MAJEERPALLA,Dealer,A366EJ,1,32691
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD003368,ECHO MOBILES MAJEERPALLA,Dealer,A366EK,1,36538
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD003368,ECHO MOBILES MAJEERPALLA,Dealer,A376EG,2,91344
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD003368,ECHO MOBILES MAJEERPALLA,Dealer,A566EG,1,45191
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD003368,ECHO MOBILES MAJEERPALLA,Dealer,E176BA,2,37998
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD003368,ECHO MOBILES MAJEERPALLA,Dealer,E176BB,2,41998
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD003368,ECHO MOBILES MAJEERPALLA,Dealer,E176BD,1,22999
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD003368,ECHO MOBILES MAJEERPALLA,Dealer,S948BB,1,138999
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD004877,OMAN MOBILE UPPALA,Dealer,A076BB,4,65380
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD004877,OMAN MOBILE UPPALA,Dealer,A176NL,5,108170
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD004877,OMAN MOBILE UPPALA,Dealer,A176NM,4,94228
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD004877,OMAN MOBILE UPPALA,Dealer,A366EK,1,36538
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD004877,OMAN MOBILE UPPALA,Dealer,A376ED,1,40384
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD004877,OMAN MOBILE UPPALA,Dealer,A376EG,1,45672
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD009356,I PHIX MOBILE STORE,Dealer,A075FD,3,32997
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD009356,I PHIX MOBILE STORE,Dealer,A076BB,2,32690
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD009356,I PHIX MOBILE STORE,Dealer,A076BC,1,18268
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD009356,I PHIX MOBILE STORE,Dealer,A176NL,1,21634
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD009356,I PHIX MOBILE STORE,Dealer,A176NM,1,23557
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD009356,I PHIX MOBILE STORE,Dealer,A176NN,1,27884
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD009356,I PHIX MOBILE STORE,Dealer,E176BA,1,18999
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD009356,I PHIX MOBILE STORE,Dealer,E176BB,3,62997
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD009363,BEST MOBILES,Dealer,A076BB,1,16345
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD009363,BEST MOBILES,Dealer,A076BC,1,18268
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD009363,BEST MOBILES,Dealer,A176NN,2,55768
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD009363,BEST MOBILES,Dealer,A366EJ,1,32691
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD009363,BEST MOBILES,Dealer,E176BB,1,20999
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD009363,BEST MOBILES,Dealer,E176BD,2,45998
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD009675,Mobile Point Badiadka,Dealer,A076BB,1,16345
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD009675,Mobile Point Badiadka,Dealer,A176NL,1,21634
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD009675,Mobile Point Badiadka,Dealer,A176NM,1,23557
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD009675,Mobile Point Badiadka,Dealer,A176NN,1,27884
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD009675,Mobile Point Badiadka,Dealer,E176BA,2,37998
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD009675,Mobile Point Badiadka,Dealer,E176BB,1,20999
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD010855,Your choice mobiles,Dealer,A076BC,1,18268
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD010855,Your choice mobiles,Dealer,A176BM,1,22595
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD010855,Your choice mobiles,Dealer,E176BA,1,18999
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD010855,Your choice mobiles,Dealer,E176BB,1,20999
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD010855,Your choice mobiles,Dealer,E566BA,1,27999
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD011791,4U MOBILE,Dealer,A176NL,2,43268
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD011791,4U MOBILE,Dealer,E176BB,1,20999
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD012662,PHONIZ,Dealer,A076BB,1,16345
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD012662,PHONIZ,Dealer,A176NM,1,23557
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD012662,PHONIZ,Dealer,E176BB,1,20999
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD1446,MOBILE MAGIC UPPALA,Dealer,A075FD,2,21998
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD1446,MOBILE MAGIC UPPALA,Dealer,A076BB,3,49035
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD1446,MOBILE MAGIC UPPALA,Dealer,A076BC,4,73072
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD1446,MOBILE MAGIC UPPALA,Dealer,A176NM,2,47114
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD1446,MOBILE MAGIC UPPALA,Dealer,A176NN,3,83652
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD1446,MOBILE MAGIC UPPALA,Dealer,A346ER,1,30096
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD1446,MOBILE MAGIC UPPALA,Dealer,A376ED,8,323072
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD1446,MOBILE MAGIC UPPALA,Dealer,A376EG,5,228360
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD1446,MOBILE MAGIC UPPALA,Dealer,A576BF,7,383649
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD1446,MOBILE MAGIC UPPALA,Dealer,A576BG,2,120190
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD1446,MOBILE MAGIC UPPALA,Dealer,E076BA,1,15499
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD1446,MOBILE MAGIC UPPALA,Dealer,E135FD,1,11999
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD1446,MOBILE MAGIC UPPALA,Dealer,E176BB,8,167992
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD1446,MOBILE MAGIC UPPALA,Dealer,E176BD,11,252989
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD1446,MOBILE MAGIC UPPALA,Dealer,E566BB,1,30999
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD1446,MOBILE MAGIC UPPALA,Dealer,F966BD,2,347998
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD1446,MOBILE MAGIC UPPALA,Dealer,M076BA,3,46497
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD1446,MOBILE MAGIC UPPALA,Dealer,M135FP,1,11999
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD1446,MOBILE MAGIC UPPALA,Dealer,M366BB,1,21999
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD1446,MOBILE MAGIC UPPALA,Dealer,R410N,8,39992
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD1446,MOBILE MAGIC UPPALA,Dealer,R640N,1,22999
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD1446,MOBILE MAGIC UPPALA,Dealer,S942BC,2,173998
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD1446,MOBILE MAGIC UPPALA,Dealer,S948BB,3,416997
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD1446,MOBILE MAGIC UPPALA,Dealer,X236BA,2,63998
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD4283,galaxy communication badiadka,Dealer,A075FD,1,10999
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD4283,galaxy communication badiadka,Dealer,A076BB,2,32690
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD4283,galaxy communication badiadka,Dealer,A076BC,2,36536
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD4283,galaxy communication badiadka,Dealer,A176NL,1,21634
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD4283,galaxy communication badiadka,Dealer,A176NM,1,23557
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD4283,galaxy communication badiadka,Dealer,A176NN,1,27884
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD4283,galaxy communication badiadka,Dealer,E176BA,1,18999
KERR032,BISMILLAH TRADE LINKS,,,KERR032,ANS CARE TELE SERVICES,Normal,SRD,KERD002496,ANSCARETELESERVICES,Dealer,R860N,1,23999
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,DEMO,SMD,KERD002799,G Smart mobile,Dealer,A276BD,1,30768
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,DEMO,SMD,KERD002915,ROYAL GIFT,Dealer,A276BD,1,30768
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,DEMO,SMD,KERD1446,MOBILE MAGIC UPPALA,Dealer,A276BD,1,30768
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD00024636,66 Mobiles,Dealer,A076BC,2,38460
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD00024636,66 Mobiles,Dealer,A176NL,3,67785
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD00024636,66 Mobiles,Dealer,A176NN,2,57690
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD00024636,66 Mobiles,Dealer,A376ED,2,80768
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD00024636,66 Mobiles,Dealer,A376EG,1,45672
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD00024697,I Max Mobiles Gadgets,Dealer,A076BB,1,17307
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD00024697,I Max Mobiles Gadgets,Dealer,A176NL,1,22595
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD00024697,I Max Mobiles Gadgets,Dealer,A176NM,2,49036
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD00024697,I Max Mobiles Gadgets,Dealer,A366EK,1,36538
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD00024697,I Max Mobiles Gadgets,Dealer,A376EG,1,45672
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD00024697,I Max Mobiles Gadgets,Dealer,E176BB,1,21999
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD00024697,I Max Mobiles Gadgets,Dealer,S942BC,1,86999
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD00024918,Fone House,Dealer,X115NA,1,15999
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD001614,GM NEERCHAL,Dealer,A075FD,1,11999
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD001614,GM NEERCHAL,Dealer,A076BB,2,34614
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD001614,GM NEERCHAL,Dealer,A076BC,1,19230
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD001614,GM NEERCHAL,Dealer,A176NM,2,49036
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD001614,GM NEERCHAL,Dealer,A176NN,1,28845
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD001614,GM NEERCHAL,Dealer,A376EG,1,45672
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD001614,GM NEERCHAL,Dealer,E176BB,2,43998
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD001616,CITY CELL UPPALA,Dealer,A075FD,1,11999
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD001616,CITY CELL UPPALA,Dealer,A076BB,4,69228
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD001616,CITY CELL UPPALA,Dealer,A076BC,1,19230
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD001616,CITY CELL UPPALA,Dealer,A176NL,1,22595
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD001616,CITY CELL UPPALA,Dealer,A176NM,4,98072
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD001616,CITY CELL UPPALA,Dealer,A176NN,1,28845
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD001616,CITY CELL UPPALA,Dealer,A376EG,2,91344
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD001616,CITY CELL UPPALA,Dealer,E176BB,1,21999
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD001617,MOBILE CAMPUS,Dealer,A066BD,1,14422
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD001617,MOBILE CAMPUS,Dealer,A076BB,2,34614
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD001617,MOBILE CAMPUS,Dealer,A076BC,1,19230
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD001617,MOBILE CAMPUS,Dealer,E176BA,1,19999
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD001670,MOBILE HUT,Dealer,A076BB,2,34614
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD001670,MOBILE HUT,Dealer,A076BC,2,38460
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD001670,MOBILE HUT,Dealer,A176NL,1,22595
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD001670,MOBILE HUT,Dealer,E176BB,1,21999
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD001670,MOBILE HUT,Dealer,E366BD,1,23999
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD002799,G Smart mobile,Dealer,A066BD,2,28844
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD002799,G Smart mobile,Dealer,A066BG,1,16345
KERR032,BISMILLAH TRADE LINKS,KERD002496,ANSCARETELESERVICES,KERD002496,ANS CARE TELE SERVICES,Normal,SMD,KERD002799,G Smart mobile,Dealer,A075FD,3,35997
